hihintayin,o,O,B-PRD
mo,p,O,B-NG
pa,c,O,O
ang,f,O,B-ANG
bukas,o,O,I-ANG
+COMMA,d,O,O
oh,c,O,O
!,d,O,O


Leoning,n,O
+COMMA,d,O
sa,f,B-SA
aba,o,I-SA
ko,p,I-SA
ay,f,B-PRD
wala,c,I-PRD
na,c,I-PRD
!,d,O


Tila,c,B-SA
isang,c,I-SA
libingang,o,I-SA
napakapanglaw,o,B-PRD,
ang,f,B-ANG,
kahihinatnan,o,I-ANG,
ng,f,B-NG,
palad,o,I-NG,
ko,p,I-NG,
.,d,O,


Kaya,c,O,O
+COMMA,d,O,O
kung,c,O,O
may,c,B-PRD,O
paglingap,o,I-PRD,O
ka,c,B-ANG,O
ay,f,O,O
igawad,o,O,B-PRD,
mo,p,O,B-NG,
na,c,O,O,
ngayon,c,O,O,
sa,f,O,B-SA,
akin,p,O,I-SA,
.,d,O,O,
##,d,O,O,


Ang,f,B-ANG,O,O
ganitong,o,I-ANG,O,O
mga,f,I-ANG,O,O
pangungusap,o,I-ANG,O,O
na,c,I-ANG,O,O
binigkas,o,I-ANG,B-PRD-SUB,O
ni,f,I-ANG,B-NG,O
Eduardo,n,I-ANG,I-NG,O
ay,f,B-PRD,O,O
parang,c,I-PRD,O,O
lubos,o,I-PRD,O,O
na,f,I-PRD,O,O
tumagos,o,I-PRD,O,B-PRD-SUB
sa,f,B-SA,O,B-SA
kaibuturan,o,I-SA,O,I-SA
ng,f,I-SA,O,I-SA
puso,o,I-SA,O,I-SA
ni,f,B-NG,O,I-SA
Leoning,n,I-NG,O,I-SA
.,d,O,O,O


Sa,f,O,O
gayon,c,O,O
+COMMA,d,O,O
si,f,B-ANG,O
Leoning,n,I-ANG,O
ay,f,B-PRD,O
nagkaroon,o,I-PRD,O
ng,f,B-NG,O
awa,o,I-NG,O
at,f,O,O
tila,c,O,B-PRD
ganap,o,O,I-PRD
na,f,O,I-PRD
nahabag,o,O,I-PRD
sa,f,O,B-SA
anyong,o,O,I-SA
kanyang,p,O,I-SA
namalas,o,O,I-SA
kay,f,O,B-SA
Eduardo,n,O,I-SA
.,d,O,O


Naawa,o,B-PRD,
siya,p,B-ANG,
.,d,O,


Nguni,c,O,
t,f,O,
ang,f,B-ANG,
kasagutang,o,I-ANG,
bibigkasin,o,I-ANG,,
ay,f,B-PRD,,
parang,c,I-PRD,,
nabitin,o,I-PRD,,
sa,f,B-SA,,
kanyang,p,I-SA,,
labi,o,I-SA,,
.,d,O,,


Pinagaalinlanganan,o,B-PRD,O,O
niya,p,B-NG,O,O
ang,f,B-ANG,O,O
pagbigkas,o,I-ANG,O,O
sa,f,B-SA,O,O
matamis,o,I-SA,O,O
na,c,I-SA,O,O
salitang,o,I-SA,O,O
OO,c,B-NG-CMP,O,O
para,c,B-SA,O,O
sa,f,I-SA,O,O
isang,c,I-SA,O,O
Eduardo,n,I-SA,O,O
+COMMA,d,O,O,O
kaya,c,O,O,O
t,f,O,O,O
pinigil,o,O,B-PRD,O
pa,c,O,O,O
rin,c,O,O,O
niya,p,O,B-NG,B-NG
at,f,O,O,B-PRD
di,c,O,O,I-PRD
binitawan,o,O,O,I-PRD
.,d,O,O,O
##,d,O,O,O


Ang,f,B-ANG,O,O
mga,f,I-ANG,O,O
sandaling,o,I-ANG,O,O
yaon,c,I-ANG,O,O
ay,f,B-PRD,O,O
siyang,p,I-PRD,O,O
huling,o,I-PRD,O,O
gabi,o,I-PRD,O,O
ng,f,B-NG,O,O
kanilang,p,I-NG,O,O
paguusap,o,I-NG,O,O
+COMMA,d,O,O,O
at,f,O,O,O
kung,f,O,B-SA,O
maulit,o,O,I-SA,O
man,c,O,O,O
ay,f,O,B-PRD,O
maluluwatan,o,O,I-PRD,O
na,c,O,O,O
pagka,c,O,O,O
t,f,O,O,O
sa,f,O,O,B-SA
kinabukasan,o,O,O,I-SA
ng,f,O,O,I-SA
araw,o,O,O,I-SA
na,f,O,O,I-SA
yaon,c,O,O,I-SA
ay,f,O,O,B-PRD
patungo,o,O,O,I-PRD
ng,f,O,O,I-PRD
Maynila,n,O,O,I-PRD
+COMMA,d,O,O,O
si,f,O,O,B-ANG
Eduardo,n,O,O,I-ANG
+COMMA,d,O,O,O
sa,f,O,O,O
dahilang,o,O,O,O
panahon,o,O,O,O
na,f,O,O,O
naman,c,O,O,O
ng,f,O,O,O
pagbubukas,o,O,O,O
ng,f,O,O,O
mga,f,O,O,O
paaralan,o,O,O,O
.,d,O,O,O


Hindi,c,B-PRD,O,
na,f,O,O,
niya,p,B-NG,O,
maaaring,o,I-PRD,O,
magawa,o,I-PRD,O,
pa,c,O,O,
ang,f,B-ANG,O,
dating,o,B-ANG,O,
pagdalaw,o,B-ANG,O,
kay,f,B-SA,O,
Leoning,n,I-SA,B-ANG,
na,c,O,O
walang,c,O,B-PRD-SUB
liban,o,O,B-NG
tuwing,o,O,O
hapon,o,O,O
.,d,O,O
##,d,O,O


Kaya,c,O,O
t,f,O,O
boong,o,B-ANG,O
pagsusumikap,o,I-ANG,O
ang,f,B-PRD,O
ginawa,o,I-PRD,O
ni,f,B-NG,O
Eduardo,n,I-NG,O
+COMMA,d,O,O
upang,c,O,O
kung,c,O,O
maaari,o,O,B-PRD
lamang,c,O,I-PRD
tamuhin,o,O,I-PRD
niya,p,O,B-NG
ang,f,O,B-ANG
kanyang,p,O,I-ANG
mithing,o,O,I-ANG
makamtan,o,O,I-ANG
;,d,O,O
ang,f,O,O
pagibig,o,O,O
ni,f,O,O
Leoning,n,O,O
bago,o,O,O
lisanin,o,O,O
ang,f,O,O
sariling,p,O,O
bayan,o,O,O
.,d,O,O


Kaya,c,O,
t,f,O,
sa,f,B-SA,
gitna,o,I-SA,
ng,f,I-SA,
paghaharing,o,I-SA,
yaon,c,I-SA,
ng,f,I-SA,
katahimikan,o,I-SA,
ay,f,I-PRD,
pamuli,o,B-PRD,
siyang,p,I-PRD,
nangusap,o,I-PRD,
:,d,O,
##,d,O,


--,d,O,O
Leoning,n,O,O
+COMMA,d,O,O
ano,c,B-ANG,O
ang,f,B-PRD,O
kahulugan,o,I-PRD,O
ng,f,B-NG-CMP,O,
di,c,I-NG-CMP,O,
mo,p,I-NG-CMP,B-NG,
pagsagot,o,I-NG-CMP,B-PRD,
na,f,I-NG-CMP,B-NG,
ito,p,I-NG-CMP,I-NG,
sa,f,I-NG-CMP,B-SA,
akin,p,I-NG-CMP,I-SA,
?,d,O,O,


Niwawalang,o,B-PRD,O,O
bahala,o,I-PRD,O,O
mo,p,B-NG,O,O
kaya,c,O,O,O
pagka,c,O,O,O
t,f,O,O,O
akong,p,O,B-ANG,O
kaharap,o,O,I-ANG,O
mo,p,O,I-ANG,O
ay,f,O,B-PRD,O
isang,c,O,I-PRD,O
abang,o,O,I-PRD,O
maralitang,o,O,I-PRD,O
Eduardo,n,O,I-PRD,B-ANG
lamang,c,O,O,O
na,c,O,O,O
di,c,O,O,B-PRD-SUB
dapat,c,O,O,I-PRD
pansinin,o,O,O,I-PRD
?,d,O,O,O
##,d,O,O,O


--,d,O
Eduardo,n,O
+COMMA,d,O
bakit,c,O
ka,p,B-NG
nagsalita,o,B-PRD
ng,f,B-NG
ganyan,c,I-NG
?,d,O
##,d,O


--,d,O
Leoning,n,O
+COMMA,d,O
hindi,c,O
ba,c,O
katotohanan,o,B-PRD
ang,f,B-ANG
aking,p,I-ANG
sinabi,o,I-ANG
?,d,O
##,d,O


--,d,O
Eduardo,n,O
+COMMA,d,O
huwag,c,O
mong,p,B-NG
pasakitan,o,B-PRD
ang,f,B-ANG
aking,p,I-ANG
puso,o,I-ANG
.,d,O


Oo,c,O
+COMMA,d,O
iniibig,o,B-PRD
kita,p,B-NG
.,d,O


Ikaw,p,B-ANG
lamang,c,O
ang,f,B-ANG
buhay,o,I-ANG
ko,p,I-ANG
.,d,O
##,d,O


--,d,O
Leoning,n,O
+COMMA,d,O
salamat,c,O
+COMMA,d,O
diyata,c,O
...?,d,O
##,d,O


--,d,O,O
Eduardo,n,O,O
+COMMA,d,O,O
asahan,o,B-PRD,O
mong,p,B-NG,O
boong,o,B-NG,B-SA
puso,o,I-NG,B-SA
kitang,p,I-NG,B-ANG
iniibig,o,I-NG,B-PRD-SUB
.,d,O,O
##,d,O,O


--,d,O,
Leoning,n,O,
!!!,d,O,
##,d,O,


--,d,O,
Eduardo,n,O,
!!!,d,O,
##,d,O,


Walang,c,B-PRD,O
naitugon,o,I-PRD,O
ang,f,B-ANG,O
binata,o,I-ANG,O
sa,f,B-SA,O
dalaga,o,I-SA,O
kundi,c,O,O
isang,c,O,B-ANG
halik,o,O,I-ANG
sa,f,O,I-ANG
mapulang,o,O,I-ANG
labi,o,O,I-ANG
at,f,O,I-ANG
isang,c,O,I-ANG
mahigpit,o,O,I-ANG
na,f,O,B-PRD-SUB
yakap,o,O,I-PRD
.,d,O,O


Kay,f,O,
papalad,o,O,
na,f,O,
mga,f,O,
puso,o,O,
!,d,O,


Salamat,c,O,O
at,f,O,O
walang,c,B-PRD,O
nakasaksi,o,I-PRD,O
sa,f,B-SA,O
kanila,p,I-SA,O
kundi,c,O,O
ang,f,O,B-ANG
mga,f,O,B-ANG
bituin,o,O,B-ANG
at,f,O,B-ANG
ang,f,O,B-ANG
kabilugang,o,O,B-ANG
buwang,o,O,B-ANG
sa,f,O,B-ANG
kaliwanagan,o,O,B-ANG
ay,f,O,B-PRD
parang,c,O,I-PRD
nakabitin,o,O,I-PRD
sa,f,O,B-SA
langit,o,O,I-SA
.,d,O,O
##,d,O,O


--,d,O,O
Eduardo,n,O,O
+COMMA,d,O,O
baka,c,B-SA,O
pagkatapos,o,I-SA,B-PRD-SUB
ng,f,I-SA,B-NG
lahat,o,I-SA,I-NG
ng,f,I-SA,I-NG
ito,p,I-SA,I-NG
ay,f,B-PRD,O
pabayaan,o,I-PRD,O
mo,p,B-NG,O
ang,f,B-ANG,O
aking,p,I-ANG,O
palad,o,I-ANG,O
?,d,O,O
##,d,O,O


--,d,O
Leoning,n,O
+COMMA,d,O
alalahanin,o,B-PRD
mong,p,B-NG
libingan,o,?
ang,f,B-ANG
kasasadlakan,o,I-ANG
ko,p,I-ANG
kapag,o,O
nagmaliw,o,B-PRD
ang,f,B-ANG
aking,p,I-ANG
pag-ibig,o,I-ANG
.,d,O
##,d,O


--,d,O
Eduardo,n,O
+COMMA,d,O
baka,c,O
....,d,O
##,d,O


--,d,O
Leoning,n,O
+COMMA,d,O
maniwala,o,B-PRD
ka,p,B-ANG
.,d,O
##,d,O


--,d,O
Baka,c,O
sabi,o,B-PRD
mo,p,B-NG
lamang,c,O
ang,f,B-ANG
lahat,o,I-ANG
ng,f,B-NG
iyan,p,I-NG
.,d,O
##,d,O


--,d,O,O,O
Leoning,n,O,O,O
+COMMA,d,O,O,O
malasin,o,B-PRD,O,O
mo,p,B-NG,O,O
ang,f,B-ANG,O,O
mga,f,I-ANG,O,O
bituin,o,I-ANG,O,O
+COMMA,d,O,O,O
malasin,o,O,B-PRD,O
mo,p,O,B-NG,O
ang,f,O,B-ANG,B-ANG
buwang,o,O,I-ANG,I-ANG
iyang,p,O,I-ANG,I-ANG
nagsasabog,o,O,I-ANG,B-PRD-SUB
ng,f,O,I-ANG,B-NG
kaliwanagan,o,O,I-ANG,I-NG


-,d,O,,
iyan,p,O,,
+COMMA,d,O,,
iyan,p,B-PRD,,
ang,f,B-ANG,,
mga,f,I-ANG,,
tangi,o,I-ANG,,
kong,p,I-ANG,,
saksi,o,I-ANG,,
.,d,O,,
##,d,O,,


--,d,O,
Masasaksi,o,B-PRD,
mo,p,B-NG,
nga,c,O,
iyan,p,B-ANG,
;,d,O,


nguni,c,O,O
t,f,O,O
hindi,c,O,O
mo,p,B-NG,O
ba,c,O,O
naaalaala,o,B-PRD,O
na,c,B-NG,O
ang,f,I-NG,B-ANG
buwang,o,I-NG,I-ANG
iyan,p,I-NG,I-ANG
ay,f,I-NG,B-PRD
naglalaho,o,I-NG,B-PRD
kung,c,I-NG,O
sinasaputan,o,I-NG,B-PRD
ng,f,I-NG,B-NG
ulap,o,I-NG,I-NG
?,d,O,O


Ganyan,c,B-PRD,O
din,c,O,O
naman,c,O,O
ang,f,B-ANG,O
iyong,p,I-ANG,O
pagibig,o,I-ANG,O
na,c,I-ANG,O
mangyayaring,o,I-ANG,B-PRD
maglaho,o,I-ANG,I-PRD
pagdating,o,I-ANG,I-PRD
ng,f,I-ANG,B-NG
panahon,o,I-ANG,I-NG
.,d,O,O
##,d,O,O


--,d,O,
Huwag,c,O,
mong,p,B-NG,
pahirapan,o,B-PRD,,,
ang,f,B-ANG,,,
aking,p,I-ANG,,,
puso,o,I-ANG,,,
.,d,O,,,


Alalahanin,o,B-PRD,O,O,O
mong,p,B-NG,O,O,O
ang,f,B-NG-CMP,B-ANG,O,O
puso,o,I-NG-CMP,I-ANG,O,O
ko,p,I-NG-CMP,I-ANG,O,O
ay,f,I-NG-CMP,B-PRD-SUB,O,O
katulad,o,I-NG-CMP,I-PRD,O,O
ng,f,I-NG-CMP,I-PRD,O,O
isang,c,I-NG-CMP,I-PRD,O,O
bulaklak,o,I-NG-CMP,I-PRD,O,O
na,c,I-NG-CMP,O,O,O
kapag,c,I-NG-CMP,O,O,O
hindi,c,I-NG-CMP,O,B-PRD,O
nadilig,o,I-NG-CMP,O,I-PRD,O
na,c,I-NG-CMP,O,B-NG-CMP,O
isang,c,I-NG-CMP,O,I-NG,B-ANG
umaga,o,I-NG-CMP,O,I-NG,I-ANG
ay,f,I-NG-CMP,O,I-NG,B-PRD-SUB
nalalanta,o,I-NG-CMP,O,I-NG,I-PRD
;,d,O,O,O,O


kaya,c,O,,,
t,f,O,,,
kung,c,O,,,
malanta,o,B-PRD,
nga,c,O,
ang,f,B-ANG,
paglingap,o,I-ANG,
mo,p,I-ANG,
+COMMA,d,O,
ay,c,O,
!,d,O,


sa,f,B-SA,O
aba,o,I-SA,O
ko,p,I-SA,O
ay,f,B-PRD,O
wala,c,I-PRD,O
nang,f,I-PRD,O
pagasa,o,I-PRD,O
kundi,c,O,O
ang,f,O,B-PRD
tunguhin,o,O,I-PRD
ang,f,O,B-ANG
huling,o,O,I-ANG
hantungan,o,O,I-ANG
ng,f,O,B-NG
lahat,o,O,I-NG
.,d,O,O
##,d,O,O


--,d,O,
Eduardo,n,O,
+COMMA,d,O,
ang,f,B-ANG,
lahat,o,I-ANG,
ng,f,I-ANG,
iyan,p,I-ANG,
ay,f,B-PRD,
masasabi,o,I-PRD,
mo,p,I-PRD,
;,d,O,


nguni,c,O,O
t,f,O,O
pagdating,o,B-PRD,B-SA
mo,p,B-NG,I-SA
marahil,c,O,I-SA
sa,f,B-SA,I-SA
Maynila,n,I-SA,I-SA
+COMMA,d,O,O
ay,f,O,B-PRD
pawi,o,O,I-PRD
nang,f,O,I-PRD
lahat,o,O,I-PRD
sa,f,O,B-SA
iyong,p,O,I-SA
alaala,o,O,I-SA
ang,f,O,B-ANG
mga,f,O,I-ANG
pangungusap,o,O,I-ANG
mong,p,O,I-ANG
iyan,p,O,I-ANG
sa,f,O,B-SA
harap,o,O,I-SA
ko,p,O,I-SA,
.,d,O,O,
##,d,O,O,


--,d,O,,
Leoning,n,O,,
+COMMA,d,O,,
balintuna,o,B-PRD,,
ang,f,B-ANG,,
iyong,p,I-ANG,,
hinagap,o,I-ANG,,
.,d,O,,


Alalahanin,o,B-PRD,O,O
mong,p,B-NG,O,O
sa,f,B-SA,O,O
kaibuturan,o,I-SA,O,O
ng,f,B-NG,O,O
puso,o,I-NG,O,O
ko,p,I-NG,O,O
ay,f,B-NG-CMP,O,O
isa,c,B-NG-CMP,B-PRD-SUB,O
kang,p,B-NG-CMP,I-ANG,O
bulaklak,o,B-NG-CMP,I-ANG,O
na,f,O,O,O
pinakakaingatan,o,O,O,B-PRD-SUB
at,f,O,O,I-PRD
laging,c,O,O,I-PRD
dinidilig,o,O,O,I-PRD
ng,f,O,O,B-NG
aking,p,O,O,I-NG
pagmamahal,o,O,O,I-NG
.,d,O,O,O
##,d,O,O,O


--,d,O,,
Eduardo,n,O,,
+COMMA,d,O,,
marahil,o,B-SA,,
ay,f,B-PRD,,
malilimot,o,I-PRD,,
mo,p,B-NG,,
rin,c,O,,
ang,f,B-ANG,,
lahat,o,I-ANG,,
ng,f,I-ANG,,
iyong,p,I-ANG,,
mga,f,I-ANG,,
pangungusap,o,I-ANG,,
.,d,O,,


Kung,c,O,O,O
nasa,c,B-PRD,O,O
piling,o,I-PRD,O,O
mo,p,I-PRD,O,O
na,f,B-NG-CMP,O,O
marahil,c,I-NG-CMP,O,O
ang,f,I-NG-CMP,O,O
magagandang,o,I-NG-CMP,O,O
bulaklak,o,I-NG-CMP,O,O
sa,f,I-NG-CMP,O,O
Maynila,n,I-NG-CMP,O,O
+COMMA,d,O,O,O
na,c,O,O,O
+COMMA,d,O,O,O
pugad,o,O,B-PRD,O
ng,f,O,B-NG,O
mga,f,O,I-NG,O
pusong,o,O,I-NG,O
uhaw,o,O,I-NG,O
sa,f,O,B-SA,O
hamog,o,O,I-SA,O
ng,f,O,I-SA,O
ligaya,o,O,I-SA,O
ay,f,O,O,O
lilimutin,o,O,O,B-PRD-SUB
mo,p,O,O,B-NG
na,c,O,O,O
ang,f,O,O,B-ANG
lahat,o,O,O,I-ANG
ng,f,O,O,B-NG
ito,p,O,O,I-NG
.,d,O,O,O
##,d,O,O,O


--,d,O,,
Leoning,n,O,,
+COMMA,d,O,,
huwag,c,B-PRD,,
mong,p,B-NG,,
pangarapin,o,I-PRD,,
ang,f,B-ANG,
ganyang,c,I-ANG,
mong,p,I-ANG,
hinala,o,I-ANG,
;,d,O,


alalahanin,o,O,B-PRD
mong,p,O,B-NG
ang,f,B-ANG,B-NG-CMP
paglisan,o,I-ANG,I-NG-CMP
ko,p,I-ANG,I-NG-CMP
bukas,o,O,I-NG-CMP
ay,f,B-PRD-SUB,I-NG-CMP
nangangahulugan,o,I-PRD,I-NG-CMP
ng,f,B-NG,I-NG-CMP
mapait,o,I-NG,I-NG-CMP
na,f,I-NG,I-NG-CMP
gunitain,o,I-NG,I-NG-CMP
.,d,O,O
##,d,O,O


--,d,O,
At,f,O,
marahil,o,O,
+COMMA,d,O,
sa,f,B-SA,
paglisan,o,I-SA,
mong,p,I-SA,
iyan,p,I-SA,
ay,f,B-PRD,
limot,o,I-PRD,
mo,p,I-PRD,
na,c,B-NG-CMP,
ako,p,I-NG-CMP,
sa,f,I-NG-CMP,
alaala,o,I-NG-CMP,
.,d,O,
##,d,O,


--,d,O,O
Leoning,n,O,O
+COMMA,d,O,O
alamin,o,B-PRD,O
mo,p,B-NG,O
na,c,B-NG-CMP,O
mula,o,I-NG-CMP,O
